RECORD INDEX,NEIGHBORHOOD,BLDGCAT,BLDGDESCRIPTION,TAXCLP,BLOCK,LOT,BLDGCP,ADDRESS,ZIP_CODE,RESIDENTIAL_ UNITS,COMMERCIAL_UNITS,UNITS,LANDSFT,GROSSSF,BUILT,TAXCLSALE,BLDGCTOS,SALE_PRICE,SALE_DATE
4199,HARLEM-CENTRAL,7,RENTALS - WALKUP APARTMENTS,2,2033,21,C1,"211 WEST 147 STREET, 1A",10039,12,0,12,"3,747","12,787",1921,2,C1,"$125,000.00",3/27/2023
4200,HARLEM-CENTRAL,7,RENTALS - WALKUP APARTMENTS,2,2034,19,C1,215 WEST 148 STREET,10039,15,0,15,"3,739","13,335",1920,2,C1,"$10,125,000.00",6/2/2023
4201,HARLEM-CENTRAL,7,RENTALS - WALKUP APARTMENTS,2,2034,21,C1,211 WEST 148 STREET,10039,15,0,15,"3,739","13,335",1920,2,C1,"$10,125,000.00",6/2/2023
4202,HARLEM-CENTRAL,7,RENTALS - WALKUP APARTMENTS,2,2034,22,C1,209 WEST 148 STREET,10039,16,0,16,"3,739","13,335",1920,2,C1,"$10,125,000.00",6/2/2023
4203,HARLEM-CENTRAL,7,RENTALS - WALKUP APARTMENTS,2,2034,24,C1,207 WEST 148 STREET,10039,15,0,15,"3,739","13,335",1920,2,C1,"$10,125,000.00",6/2/2023
4204,HARLEM-CENTRAL,7,RENTALS - WALKUP APARTMENTS,2,2034,25,C1,205 WEST 148 STREET,10039,15,0,15,"3,747","13,335",1920,2,C1,"$10,125,000.00",6/2/2023
4205,HARLEM-CENTRAL,7,RENTALS - WALKUP APARTMENTS,2,2034,27,C1,203 WEST 148 STREET,10039,15,0,15,"3,747","13,335",1920,2,C1,"$10,125,000.00",6/2/2023
4206,HARLEM-CENTRAL,7,RENTALS - WALKUP APARTMENTS,2,2035,1,C7,2802 FREDRICK DOUGLASS BL,10039,538,12,550,"150,322","436,115",1928,2,C7,"$3,084,000.00",6/2/2023
4207,HARLEM-CENTRAL,7,RENTALS - WALKUP APARTMENTS,2B,2050,109,C5,45 HAMILTON TERRACE,10031,10,0,10,"1,870","4,300",1910,2,C5,"$1,300,000.00",5/4/2023
4208,HARLEM-CENTRAL,7,RENTALS - WALKUP APARTMENTS,2B,2051,55,C5,350 WEST 145 STREET,10039,6,2,8,"1,680","2,118",1910,2,C5,"$1,150,000.00",6/9/2023
4209,HARLEM-CENTRAL,7,RENTALS - WALKUP APARTMENTS,2A,2051,144,C3,33 BRADHURST AVENUE,10030,4,0,4,"1,206","2,996",1901,2,C3,$0.00,9/6/2023
4210,HARLEM-CENTRAL,7,RENTALS - WALKUP APARTMENTS,2A,2051,144,C3,33 BRADHURST AVENUE,10030,4,0,4,"1,206","2,996",1901,2,C3,$0.00,9/21/2023
4211,HARLEM-CENTRAL,7,RENTALS - WALKUP APARTMENTS,2,2054,56,C1,401 EDGECOMBE AVENUE,10032,66,0,66,"15,000","53,815",1920,2,C1,"$11,350,000.00",5/18/2023
4212,HARLEM-CENTRAL,8,RENTALS - ELEVATOR APARTMENTS,2,1600,21,D1,5 WEST 116 STREET,10026,120,1,121,"37,172","106,008",1983,2,D1,$0.00,3/31/2023
4213,HARLEM-CENTRAL,8,RENTALS - ELEVATOR APARTMENTS,2,1748,35,D7,"1919 MADISON AVE, 509",10035,155,1,156,"81,741","194,030",1997,2,D7,"$472,000.00",10/3/2023
4214,HARLEM-CENTRAL,8,RENTALS - ELEVATOR APARTMENTS,2,1748,35,D7,"1919 MADISON AVENUE, 423",10035,155,1,156,"81,741","194,030",1997,2,D7,"$510,000.00",8/29/2023
4215,HARLEM-CENTRAL,8,RENTALS - ELEVATOR APARTMENTS,2,1748,35,D7,"1919 MADISON AVENUE, 610",10035,155,1,156,"81,741","194,030",1997,2,D7,"$471,000.00",4/26/2023
4216,HARLEM-CENTRAL,8,RENTALS - ELEVATOR APARTMENTS,2,1750,28,D6,69 EAST 125 STREET,10035,75,1,76,"10,790","63,445",2016,2,D6,"$28,200,000.00",10/16/2023
4217,HARLEM-CENTRAL,8,RENTALS - ELEVATOR APARTMENTS,2,1821,14,D1,"125-135 WEST 111TH STREET, 6D",10026,36,0,36,"10,597","48,438",1914,2,D1,"$86,995.00",6/6/2023
4218,HARLEM-CENTRAL,8,RENTALS - ELEVATOR APARTMENTS,2,1825,29,D7,"101 WEST 115TH STREET, 4C",10026,31,6,37,"10,092","45,786",1920,2,D7,"$510,000.00",11/1/2022
4219,HARLEM-CENTRAL,8,RENTALS - ELEVATOR APARTMENTS,2,1825,29,D7,"101 WEST 115TH STREET, 6D",10026,31,6,37,"10,092","45,786",1920,2,D7,"$625,000.00",2/17/2023
4220,HARLEM-CENTRAL,8,RENTALS - ELEVATOR APARTMENTS,2,1825,45,D7,120 WEST 116 STREET,10026,38,4,42,"10,092","43,578",1920,2,D7,"$20,060,561.00",9/13/2023
4221,HARLEM-CENTRAL,8,RENTALS - ELEVATOR APARTMENTS,2,1825,63,D7,1917 ADAM C POWELL BLVD,10026,31,8,39,"6,405","37,657",1921,2,D7,"$20,060,561.00",9/13/2023
4222,HARLEM-CENTRAL,8,RENTALS - ELEVATOR APARTMENTS,2,1922,24,D7,"121 ST. NICHOLAS AVE, 2C",10026,28,4,32,"9,411","55,230",1910,2,D7,"$222,082.00",8/25/2023
4223,HARLEM-CENTRAL,8,RENTALS - ELEVATOR APARTMENTS,2,1922,24,D7,"121 ST. NICHOLAS AVENUE, 2A",10026,28,4,32,"9,411","55,230",1910,2,D7,"$277,288.00",8/21/2023
4224,HARLEM-CENTRAL,8,RENTALS - ELEVATOR APARTMENTS,2,1922,24,D7,"121 ST. NICHOLAS AVENUE, 2B",10026,28,4,32,"9,411","55,230",1910,2,D7,$0.00,8/16/2023
4225,HARLEM-CENTRAL,8,RENTALS - ELEVATOR APARTMENTS,2,1922,24,D7,"121 ST. NICHOLAS AVENUE, 3B",10026,28,4,32,"9,411","55,230",1910,2,D7,$250.00,9/18/2023
4226,HARLEM-CENTRAL,8,RENTALS - ELEVATOR APARTMENTS,2,1922,24,D7,"121 ST. NICHOLAS AVENUE, 3C",10026,28,4,32,"9,411","55,230",1910,2,D7,"$222,082.00",8/4/2023
4227,HARLEM-CENTRAL,8,RENTALS - ELEVATOR APARTMENTS,2,1922,24,D7,"121 ST. NICHOLAS AVENUE, 4B",10026,28,4,32,"9,411","55,230",1910,2,D7,$250.00,8/16/2023
4228,HARLEM-CENTRAL,8,RENTALS - ELEVATOR APARTMENTS,2,1922,24,D7,"121 ST. NICHOLAS AVENUE, 4C",10026,28,4,32,"9,411","55,230",1910,2,D7,"$222,082.00",8/18/2023
4229,HARLEM-CENTRAL,8,RENTALS - ELEVATOR APARTMENTS,2,1922,24,D7,"121 ST. NICHOLAS AVENUE, 4D",10026,28,4,32,"9,411","55,230",1910,2,D7,"$250,006.00",8/18/2023
4230,HARLEM-CENTRAL,8,RENTALS - ELEVATOR APARTMENTS,2,1922,24,D7,"121 ST. NICHOLAS AVENUE, 5B",10026,28,4,32,"9,411","55,230",1910,2,D7,"$252,251.00",8/30/2023
4231,HARLEM-CENTRAL,8,RENTALS - ELEVATOR APARTMENTS,2,1922,24,D7,"121 ST. NICHOLAS AVENUE, 5D",10026,28,4,32,"9,411","55,230",1910,2,D7,$0.00,8/23/2023
4232,HARLEM-CENTRAL,8,RENTALS - ELEVATOR APARTMENTS,2,1922,24,D7,"121 ST. NICHOLAS AVENUE, 6B",10026,28,4,32,"9,411","55,230",1910,2,D7,$250.00,8/11/2023
4233,HARLEM-CENTRAL,8,RENTALS - ELEVATOR APARTMENTS,2,1922,24,D7,"121 ST. NICHOLAS AVENUE, 6D",10026,28,4,32,"9,411","55,230",1910,2,D7,$250.00,8/11/2023
4234,HARLEM-CENTRAL,8,RENTALS - ELEVATOR APARTMENTS,2,1922,24,D7,"121 ST. NICHOLAS AVENUE, 7A",10026,28,4,32,"9,411","55,230",1910,2,D7,$250.00,8/16/2023
4235,HARLEM-CENTRAL,8,RENTALS - ELEVATOR APARTMENTS,2,1922,24,D7,"121 ST. NICHOLAS AVENUE, 7B",10026,28,4,32,"9,411","55,230",1910,2,D7,$250.00,8/11/2023
4236,HARLEM-CENTRAL,8,RENTALS - ELEVATOR APARTMENTS,2,1922,24,D7,"121 ST. NICHOLAS AVENUE, 7C",10026,28,4,32,"9,411","55,230",1910,2,D7,$250.00,9/20/2023
4237,HARLEM-CENTRAL,8,RENTALS - ELEVATOR APARTMENTS,2,1929,158,D6,212 WEST 124 STREET,10027,183,1,184,"14,649","129,955",2021,2,D6,"$6,500,000.00",12/20/2022
4238,HARLEM-CENTRAL,8,RENTALS - ELEVATOR APARTMENTS,4,1937,65,V1,N/A FREDERICK DOUGLASS B,10027,0,0,0,"7,765",0,,2,D7,"$2,418,900.00",11/18/2022
4239,HARLEM-CENTRAL,8,RENTALS - ELEVATOR APARTMENTS,2,1959,54,D7,492 ST NICHOLAS AVENUE,10030,17,1,18,"2,400","17,981",2019,2,D7,"$13,550,000.00",5/18/2023
4240,HARLEM-CENTRAL,8,RENTALS - ELEVATOR APARTMENTS,2,2009,23,D1,"133 WEST 140 STREET, 11",10030,54,0,54,"11,490","60,347",1903,2,D1,"$480,000.00",3/1/2023
4241,HARLEM-CENTRAL,8,RENTALS - ELEVATOR APARTMENTS,2,2009,23,D1,"133 WEST 140 STREET, 50",10030,54,0,54,"11,490","60,347",1903,2,D1,"$199,000.00",6/9/2023
4242,HARLEM-CENTRAL,8,RENTALS - ELEVATOR APARTMENTS,2,2009,23,D1,"133 WEST 140TH STREET, 40",10030,54,0,54,"11,490","60,347",1903,2,D1,"$189,000.00",12/1/2022
4243,HARLEM-CENTRAL,8,RENTALS - ELEVATOR APARTMENTS,2,2034,29,D7,201 W. 148TH STREET,10039,25,1,26,"5,992","30,632",2005,2,D7,"$5,855,000.00",6/30/2023
4244,HARLEM-CENTRAL,8,RENTALS - ELEVATOR APARTMENTS,2,2036,29,D1,2600 7 AVENUE,10039,103,0,103,"19,983","93,505",2018,2,D1,$0.00,12/23/2022
4245,HARLEM-CENTRAL,9,COOPS - WALKUP APARTMENTS,2,1735,56,C6,"42 WEST 138 STREET, 11",10037,,,,,,1925,2,C6,"$275,000.00",5/24/2023
4246,HARLEM-CENTRAL,9,COOPS - WALKUP APARTMENTS,2,1735,56,C6,"42 WEST 138TH STREET, 21",10037,,,,,,1925,2,C6,"$375,000.00",10/16/2023
4247,HARLEM-CENTRAL,9,COOPS - WALKUP APARTMENTS,2,1735,56,C6,"42 WEST 138TH STREET, 34",10037,,,,,,1925,2,C6,"$418,000.00",3/28/2023
4248,HARLEM-CENTRAL,9,COOPS - WALKUP APARTMENTS,2C,1756,6,C6,"5 EAST 131ST STREET, 4A",10037,,,,,,1900,2,C6,"$385,000.00",5/16/2023
4249,HARLEM-CENTRAL,9,COOPS - WALKUP APARTMENTS,2,1756,56,C6,"2090 MADISON AVENUE, 5C",10037,,,,,,1920,2,C6,"$199,000.00",7/21/2023
4250,HARLEM-CENTRAL,9,COOPS - WALKUP APARTMENTS,2,1756,56,C6,"2090 MADISON AVENUE, 5D",10037,,,,,,1920,2,C6,"$65,507.00",6/5/2023
4251,HARLEM-CENTRAL,9,COOPS - WALKUP APARTMENTS,2,1756,60,C6,"18 E 132ND STREET, 2B",10037,,,,,,1900,2,C6,"$338,500.00",9/18/2023
4252,HARLEM-CENTRAL,9,COOPS - WALKUP APARTMENTS,2,1756,60,C6,"18 EAST 132ND STREET, 2A",10037,,,,,,1900,2,C6,"$300,000.00",10/19/2023
4253,HARLEM-CENTRAL,9,COOPS - WALKUP APARTMENTS,2C,1756,61,C6,"16 EAST 132 STREET, 1B",10037,,,,,,1900,2,C6,"$32,157.00",6/5/2023
4254,HARLEM-CENTRAL,9,COOPS - WALKUP APARTMENTS,2C,1827,49,C6,"238 WEST 112TH STREET, 3E",10026,,,,,,1890,2,C6,$0.00,3/15/2023
4255,HARLEM-CENTRAL,9,COOPS - WALKUP APARTMENTS,2,1901,13,C6,"139 WEST 116TH STREET, 10",10026,,,,,,1920,2,C6,"$325,000.00",5/15/2023
4256,HARLEM-CENTRAL,9,COOPS - WALKUP APARTMENTS,2C,1915,57,C6,"152 WEST 131ST STREET, 4",10027,,,,,,1920,2,C6,"$1,100,000.00",8/9/2023
4257,HARLEM-CENTRAL,9,COOPS - WALKUP APARTMENTS,2,1922,49,C6,"258 WEST 117 STREET, 50W",10026,,,,,,1910,2,C6,"$235,000.00",6/2/2023
4258,HARLEM-CENTRAL,9,COOPS - WALKUP APARTMENTS,2,1922,49,C6,"258 WEST 117TH STREET, 23E",10026,,,,,,1910,2,C6,"$385,000.00",1/18/2023
4259,HARLEM-CENTRAL,9,COOPS - WALKUP APARTMENTS,2,1922,49,C6,"258 WEST 117TH STREET, 32E",10026,,,,,,1910,2,C6,"$180,000.00",8/17/2023
4260,HARLEM-CENTRAL,9,COOPS - WALKUP APARTMENTS,2,1922,49,C6,"258 WEST 117TH STREET, 43W",10026,,,,,,1910,2,C6,"$225,000.00",1/20/2023
4261,HARLEM-CENTRAL,9,COOPS - WALKUP APARTMENTS,2,1922,49,C6,"258 WEST 117TH STREET, APT 3",10026,,,,,,1910,2,C6,"$400,000.00",3/31/2023
4262,HARLEM-CENTRAL,9,COOPS - WALKUP APARTMENTS,2,1926,37,C6,"206 WEST 121ST STREET, 1F",10027,,,,,,1910,2,C6,"$245,000.00",8/17/2023
4263,HARLEM-CENTRAL,9,COOPS - WALKUP APARTMENTS,2,1947,1,C6,"371 WEST 120TH STREET, 3E",10027,,,,,,1901,2,C6,$0.00,7/20/2023
4264,HARLEM-CENTRAL,9,COOPS - WALKUP APARTMENTS,2,1947,1,C6,"371 WEST 120TH STREET, 3W",10027,,,,,,1901,2,C6,$0.00,7/20/2023
4265,HARLEM-CENTRAL,9,COOPS - WALKUP APARTMENTS,2,1948,3,C6,"72 MORNINGSIDE AVENUE, 42",10027,,,,,,1910,2,C6,"$470,000.00",11/18/2022
4266,HARLEM-CENTRAL,9,COOPS - WALKUP APARTMENTS,2,1952,4,C6,"145 MORNINGSIDE AVENUE, 1A",10027,,,,,,1900,2,C6,$0.00,12/1/2022
4267,HARLEM-CENTRAL,9,COOPS - WALKUP APARTMENTS,2,1952,4,C6,"145 MORNINGSIDE AVENUE, 2D",10027,,,,,,1900,2,C6,"$340,000.00",12/12/2022
4268,HARLEM-CENTRAL,9,COOPS - WALKUP APARTMENTS,2,2030,17,C6,"229 WEST 144TH, 3",10030,,,,,,1940,2,C6,"$210,000.00",4/6/2023
4269,HARLEM-CENTRAL,9,COOPS - WALKUP APARTMENTS,2,2036,57,C6,"30 MACOMBS PLACE, 21",10039,,,,,,1920,2,C6,"$295,000.00",2/17/2023
4270,HARLEM-CENTRAL,9,COOPS - WALKUP APARTMENTS,2,2036,57,C6,"30 MACOMBS PLACE, 54",10039,,,,,,1920,2,C6,"$100,000.00",11/4/2022
4271,HARLEM-CENTRAL,9,COOPS - WALKUP APARTMENTS,2,2046,50,C6,"214 BRADHURST AVENUE, 14",10039,,,,,,1910,2,C6,"$350,000.00",11/9/2022
4272,HARLEM-CENTRAL,9,COOPS - WALKUP APARTMENTS,2,2046,50,C6,"214 BRADHURST AVENUE, 21",10039,,,,,,1910,2,C6,"$333,000.00",12/28/2022
4273,HARLEM-CENTRAL,9,COOPS - WALKUP APARTMENTS,2,2046,50,C6,"214 BRADHURST AVENUE, 3",10039,,,,,,1910,2,C6,"$379,000.00",10/3/2023
4274,HARLEM-CENTRAL,9,COOPS - WALKUP APARTMENTS,2,2047,1,C6,"307 WEST 153 STREET, 11",10039,,,,,,1910,2,C6,"$197,000.00",4/14/2023
4275,HARLEM-CENTRAL,9,COOPS - WALKUP APARTMENTS,2,2051,43,C6,"676 ST NICHOLAS AVE, 21",10030,,,,,,1920,2,C6,"$275,000.00",10/5/2023
4276,HARLEM-CENTRAL,9,COOPS - WALKUP APARTMENTS,2,2051,43,C6,"676 ST. NICHOLAS AV, 51",10030,,,,,,1920,2,C6,"$230,000.00",9/1/2023
4277,HARLEM-CENTRAL,9,COOPS - WALKUP APARTMENTS,2,2051,45,C6,"678 ST NICHOLAS AVENUE, 32",10030,,,,,,1920,2,C6,$0.00,8/21/2023
4278,HARLEM-CENTRAL,9,COOPS - WALKUP APARTMENTS,2,2053,85,C6,"323 EDGECOMBE AVENUE, 1",10031,,,,,,1906,2,C6,"$310,000.00",12/15/2022
4279,HARLEM-CENTRAL,9,COOPS - WALKUP APARTMENTS,2,2054,18,C6,"371 EDGECOMBE AVENUE, 2D",10031,,,,,,1926,2,C6,"$250,000.00",10/5/2023
4280,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1717,2,D4,"162-68 LENOX AVENUE, 2E",10026,,,,,,1930,2,D4,"$290,000.00",6/28/2023
4281,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1717,2,D4,"162-68 LENOX AVENUE, 6E",10026,,,,,,1930,2,D4,"$360,000.00",4/4/2023
4282,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1721,56,D4,"35 MOUNT MORRIS PARK WEST, 3B",10027,,,,,,1900,2,D4,"$675,000.00",8/1/2023
4283,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1721,56,D4,"35 MOUNT MORRIS PARK WEST, 5B",10027,,,,,,1900,2,D4,"$900,000.00",8/8/2023
4284,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1721,56,D4,"35 MT MORRIS PARK WEST, 5B",10027,,,,,,1900,2,D4,"$1,550,000.00",4/17/2023
4285,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1721,56,D4,"35 MT. MORRIS PARK WEST, PH",10027,,,,,,1900,2,D4,"$995,000.00",7/19/2023
4286,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1722,33,D4,"2002 5TH AVENUE, 3A",10035,,,,,,2004,2,D4,"$875,000.00",10/5/2023
4287,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1722,33,D4,"2002 5TH AVENUE, 4D",10035,,,,,,2004,2,D4,"$585,000.00",8/15/2023
4288,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1722,33,D4,"2002 FIFTH AVENUE, 5C",10035,,,,,,2004,2,D4,"$835,000.00",3/24/2023
4289,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1746,21,D4,"1831 MADISON AVENUE, 3F",10035,,,,,,2001,2,D4,"$590,000.00",6/29/2023
4290,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1746,21,D4,"1831 MADISON AVENUE, 6G",10035,,,,,,2001,2,D4,"$585,000.00",6/27/2023
4291,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1746,21,D4,"1831 MADISON AVENUE, 6M",10035,,,,,,2001,2,D4,"$809,000.00",7/25/2023
4292,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1746,21,D4,"1831 MADISON AVENUE, 8I",10035,,,,,,2001,2,D4,"$725,000.00",2/1/2023
4293,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1748,1,D4,"1901 MADISON AVE, 225",10035,,,,,,1994,2,D4,"$359,000.00",1/30/2023
4294,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1748,1,D4,"1901 MADISON AVENUE, 119",10035,,,,,,1994,2,D4,"$520,000.00",3/6/2023
4295,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1748,1,D4,"1901 MADISON AVENUE, 214",10035,,,,,,1994,2,D4,"$305,000.00",10/4/2023
4296,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1748,1,D4,"1901 MADISON AVENUE, 614",10035,,,,,,1994,2,D4,"$370,000.00",9/28/2023
4297,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1749,21,D4,"1931 MADISON AVE, 7C",10035,,,,,,1920,2,D4,"$220,000.00",1/30/2023
4298,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1820,61,D4,"1809 SEVENTH AVENUE, 3E",10026,,,,,,1904,2,D4,"$1,100,000.00",2/17/2023
4299,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1823,1,D4,"1855 SEVENTH AVENUE, 6-C",10026,,,,,,1915,2,D4,"$585,000.00",1/9/2023
4300,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1823,56,D4,"67 ST NICHOLAS AVENUE, 23",10026,,,,,,1904,2,D4,"$360,000.00",11/16/2022
4301,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1823,56,D4,"67-69 SAINT NICHOLAS AVENUE, 6",10026,,,,,,1904,2,D4,"$765,000.00",6/15/2023
4302,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1823,63,D4,"1867 7TH AVENUE, 2A",10026,,,,,,1925,2,D4,"$248,329.00",3/6/2023
4303,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1824,3,D4,"1885 ADAM CLAYTON POWELL JR BOULEVARD, 5",10026,,,,,,1900,2,D4,"$659,714.00",2/3/2023
4304,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1824,14,D4,"80 SAINT NICHOLAS AVENUE, 5E",10026,,,,,,1921,2,D4,"$225,000.00",12/2/2022
4305,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1824,14,D4,"80 ST. NICHOLAS AVENUE, 4B",10026,,,,,,1921,2,D4,"$355,000.00",4/12/2023
4306,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1824,55,D4,"92 ST. NICHOLAS AVENUE, 2G",10026,,,,,,1926,2,D4,"$415,000.00",11/29/2022
4307,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1825,1,D4,"100 ST. NICHOLAS AVENUE, 7E",10026,,,,,,1921,2,D4,"$580,000.00",2/6/2023
4308,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1827,12,D4,"241 W 111TH STREET, 61",10026,,,,,,1920,2,D4,"$650,000.00",1/10/2023
4309,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1829,29,D4,"1864 7TH AVENUE, 52",10026,,,,,,1920,2,D4,"$785,000.00",7/13/2023
4310,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1829,33,D4,"1878 ADAM CLAYTON POWELL BOULEVARD, 63",10026,,,,,,1925,2,D4,"$500,000.00",2/15/2023
4311,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1908,1,D4,"157 W 123, 3A",10027,,,,,,1910,2,D4,"$475,000.00",10/17/2023
4312,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1924,21,D4,"208 WEST 119TH STREET, 5H",10026,,,,,,1900,2,D4,"$459,000.00",7/20/2023
4313,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1924,21,D4,"209 WEST 118TH STREET, 1M",10026,,,,,,1900,2,D4,"$410,670.00",7/6/2023
4314,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1924,21,D4,"209 WEST 118TH STREET, 4A",10026,,,,,,1900,2,D4,"$237,000.00",5/9/2023
4315,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1924,21,D4,"209 WEST 118TH STREET, 5K",10026,,,,,,1900,2,D4,"$304,200.00",7/20/2023
4316,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1944,10,D4,"353 WEST 117TH STREET, 5A",10026,,,,,,1900,2,D4,"$440,000.00",9/25/2023
4317,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1949,18,D4,"530 MANHATTAN AVENUE, 6",10027,,,,,,1912,2,D4,"$300,000.00",8/24/2023
4318,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1949,26,D4,"303 WEST 122ND STREET, 66",10027,,,,,,1913,2,D4,"$430,000.00",6/21/2023
4319,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1949,26,D4,"303 WEST 122ND STREET, 7",10027,,,,,,1913,2,D4,"$299,000.00",1/12/2023
4320,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1949,26,D4,"303 WEST 122ND, 43",10027,,,,,,1913,2,D4,"$320,000.00",11/1/2022
4321,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1952,51,D4,"321 ST NICHOLAS AVE, 4I",10027,,,,,,1901,2,D4,"$83,602.00",11/8/2022
4322,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1952,51,D4,"321 ST. NICHOLAS AVENUE, 1B",10027,,,,,,1901,2,D4,$0.00,10/19/2023
4323,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,1952,51,D4,"321 ST. NICHOLAS AVENUE, 1H",10027,,,,,,1901,2,D4,"$86,995.00",9/6/2023
4324,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,2006,49,D4,"128 WEST 138TH STREET, 3E",10030,,,,,,1930,2,D4,"$235,000.00",4/14/2023
4325,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,2006,49,D4,"128 WEST 138TH STREET, 5C",10030,,,,,,1930,2,D4,"$300,000.00",12/15/2022
4326,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,2006,49,D4,"128 WEST 138TH STREET, 5I",10030,,,,,,1930,2,D4,"$305,000.00",11/21/2022
4327,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,2006,49,D4,"128 WEST 138TH STREET, 6E",10030,,,,,,1930,2,D4,"$282,500.00",9/13/2023
4328,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,2006,49,D4,"128 WEST 138TH STREET, 6G",10030,,,,,,1930,2,D4,"$440,000.00",7/31/2023
4329,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,2009,33,D4,"100 WEST 141ST STREET, 51",10030,,,,,,1920,2,D4,"$290,000.00",8/10/2023
4330,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,2009,33,D4,"100 WEST 141ST STREET, 72",10030,,,,,,1920,2,D4,"$425,000.00",2/3/2023
4331,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,2029,29,D4,"2460 7TH AVENUE, 5",10030,,,,,,1950,2,D4,"$365,000.00",7/10/2023
4332,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,2029,29,D4,"2460 7TH AVENUE, 61",10030,,,,,,1950,2,D4,$0.00,3/16/2023
4333,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,2051,33,D4,"660 ST. NICHOLAS AVENUE, 44",10030,,,,,,1910,2,D4,"$300,000.00",4/28/2023
4334,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,2053,1,D4,"345 WEST 145TH ST, 7A7",10031,,,,,,1957,2,D4,$0.00,1/31/2023
4335,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,2053,1,D4,"345 WEST 145TH STREET, 10B2",10031,,,,,,1957,2,D4,"$440,000.00",9/28/2023
4336,HARLEM-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,2053,1,D4,"345 WEST 145TH STREET, 10B5",10031,,,,,,1957,2,D4,"$425,000.00",6/7/2023
